event_type,symbol,interval,open_ts,close_ts,open,high,low,close,volume,raw_schema
candle,SOLUSDT,5m,1770330000000,1770330300000,78.36,78.47,77.6,77.93,1850444.0,mexc:rest.kline
candle,SOLUSDT,5m,1770330300000,1770330600000,77.93,80.17,77.66,79.86,2078232.0,mexc:rest.kline
candle,SOLUSDT,5m,1770330600000,1770330900000,79.86,80.5,79.15,79.67,2143827.0,mexc:rest.kline
candle,SOLUSDT,5m,1770330900000,1770331200000,79.67,80.08,79.4,79.58,1105097.0,mexc:rest.kline
candle,SOLUSDT,5m,1770331200000,1770331500000,79.58,79.97,79.36,79.93,591581.0,mexc:rest.kline
candle,SOLUSDT,5m,1770331500000,1770331800000,79.93,80.14,79.38,80.04,741700.0,mexc:rest.kline
candle,SOLUSDT,5m,1770331800000,1770332100000,80.04,80.68,79.99,80.12,1393434.0,mexc:rest.kline
candle,SOLUSDT,5m,1770332100000,1770332400000,80.12,80.14,79.69,79.77,877872.0,mexc:rest.kline
candle,SOLUSDT,5m,1770332400000,1770332700000,79.77,81.0,79.5,80.94,1682511.0,mexc:rest.kline
candle,SOLUSDT,5m,1770332700000,1770333000000,80.94,81.32,80.77,81.2,1927107.0,mexc:rest.kline
candle,SOLUSDT,5m,1770333000000,1770333300000,81.2,81.56,81.02,81.05,1655340.0,mexc:rest.kline
candle,SOLUSDT,5m,1770333300000,1770333600000,81.05,81.2,80.46,80.48,1404626.0,mexc:rest.kline
candle,SOLUSDT,5m,1770333600000,1770333900000,80.48,80.56,79.38,79.41,1349539.0,mexc:rest.kline
candle,SOLUSDT,5m,1770333900000,1770334200000,79.41,79.95,79.41,79.95,940941.0,mexc:rest.kline
candle,SOLUSDT,5m,1770334200000,1770334500000,79.95,80.33,79.31,79.34,955066.0,mexc:rest.kline
candle,SOLUSDT,5m,1770334500000,1770334800000,79.34,79.41,78.86,79.01,1243455.0,mexc:rest.kline
candle,SOLUSDT,5m,1770334800000,1770335100000,79.01,79.17,78.58,78.78,1179134.0,mexc:rest.kline
candle,SOLUSDT,5m,1770335100000,1770335400000,78.78,78.96,78.51,78.86,1230455.0,mexc:rest.kline
candle,SOLUSDT,5m,1770335400000,1770335700000,78.86,78.89,78.16,78.23,1488838.0,mexc:rest.kline
candle,SOLUSDT,5m,1770335700000,1770336000000,78.23,78.44,78.02,78.29,1152019.0,mexc:rest.kline
candle,SOLUSDT,5m,1770336000000,1770336300000,78.29,78.73,76.92,77.59,3997400.0,mexc:rest.kline
candle,SOLUSDT,5m,1770336300000,1770336600000,77.59,77.74,75.86,76.43,3370576.0,mexc:rest.kline
candle,SOLUSDT,5m,1770336600000,1770336900000,76.43,76.67,71.46,72.39,6494995.0,mexc:rest.kline
candle,SOLUSDT,5m,1770336900000,1770337200000,72.39,73.45,67.36,67.63,6301370.0,mexc:rest.kline
candle,SOLUSDT,5m,1770337200000,1770337500000,67.63,71.0,67.51,70.99,4569809.0,mexc:rest.kline
candle,SOLUSDT,5m,1770337500000,1770337800000,70.99,72.3,70.73,71.07,2982764.0,mexc:rest.kline
candle,SOLUSDT,5m,1770337800000,1770338100000,71.07,73.24,70.9,73.11,2602718.0,mexc:rest.kline
candle,SOLUSDT,5m,1770338100000,1770338400000,73.11,75.82,73.04,75.22,2944959.0,mexc:rest.kline
candle,SOLUSDT,5m,1770338400000,1770338700000,75.22,75.4,74.15,74.97,1935796.0,mexc:rest.kline
candle,SOLUSDT,5m,1770338700000,1770339000000,74.97,76.05,74.53,75.25,3190815.0,mexc:rest.kline
candle,SOLUSDT,5m,1770339000000,1770339300000,75.25,76.75,75.25,76.66,2388050.0,mexc:rest.kline
candle,SOLUSDT,5m,1770339300000,1770339600000,76.66,76.69,75.25,75.43,1662483.0,mexc:rest.kline
candle,SOLUSDT,5m,1770339600000,1770339900000,75.43,76.59,75.39,76.46,1779563.0,mexc:rest.kline
candle,SOLUSDT,5m,1770339900000,1770340200000,76.46,77.18,75.74,76.95,2315621.0,mexc:rest.kline
candle,SOLUSDT,5m,1770340200000,1770340500000,76.95,77.36,76.09,76.45,1795963.0,mexc:rest.kline
candle,SOLUSDT,5m,1770340500000,1770340800000,76.45,77.29,76.29,76.73,1869336.0,mexc:rest.kline
candle,SOLUSDT,5m,1770340800000,1770341100000,76.73,77.36,76.62,77.25,1156894.0,mexc:rest.kline
candle,SOLUSDT,5m,1770341100000,1770341400000,77.25,77.44,76.92,77.12,918194.0,mexc:rest.kline
candle,SOLUSDT,5m,1770341400000,1770341700000,77.12,78.03,76.88,77.96,1870593.0,mexc:rest.kline
candle,SOLUSDT,5m,1770341700000,1770342000000,77.96,78.48,77.63,77.86,1711268.0,mexc:rest.kline
candle,SOLUSDT,5m,1770342000000,1770342300000,77.86,78.46,77.71,78.16,906405.0,mexc:rest.kline
candle,SOLUSDT,5m,1770342300000,1770342600000,78.16,79.56,77.95,79.49,2325395.0,mexc:rest.kline
candle,SOLUSDT,5m,1770342600000,1770342900000,79.49,79.53,78.88,79.1,1342635.0,mexc:rest.kline
candle,SOLUSDT,5m,1770342900000,1770343200000,79.1,79.63,79.09,79.48,1171761.0,mexc:rest.kline
candle,SOLUSDT,5m,1770343200000,1770343500000,79.48,80.17,79.3,79.83,1504772.0,mexc:rest.kline
candle,SOLUSDT,5m,1770343500000,1770343800000,79.83,79.95,79.07,79.36,1200433.0,mexc:rest.kline
candle,SOLUSDT,5m,1770343800000,1770344100000,79.36,79.36,77.73,77.95,2008641.0,mexc:rest.kline
candle,SOLUSDT,5m,1770344100000,1770344400000,77.95,78.13,77.47,77.65,1481152.0,mexc:rest.kline
candle,SOLUSDT,5m,1770344400000,1770344700000,77.65,77.66,76.79,77.06,1801748.0,mexc:rest.kline
candle,SOLUSDT,5m,1770344700000,1770345000000,77.06,77.44,76.92,77.22,809299.0,mexc:rest.kline
candle,SOLUSDT,5m,1770345000000,1770345300000,77.22,77.99,76.97,77.61,1030343.0,mexc:rest.kline
candle,SOLUSDT,5m,1770345300000,1770345600000,77.61,78.09,77.23,78.04,833299.0,mexc:rest.kline
candle,SOLUSDT,5m,1770345600000,1770345900000,78.04,78.13,77.61,77.67,671643.0,mexc:rest.kline
candle,SOLUSDT,5m,1770345900000,1770346200000,77.67,77.84,76.72,77.13,946597.0,mexc:rest.kline
candle,SOLUSDT,5m,1770346200000,1770346500000,77.13,77.47,76.58,76.83,1030222.0,mexc:rest.kline
candle,SOLUSDT,5m,1770346500000,1770346800000,76.83,76.92,76.34,76.89,788210.0,mexc:rest.kline
candle,SOLUSDT,5m,1770346800000,1770347100000,76.89,77.35,76.74,76.9,603787.0,mexc:rest.kline
candle,SOLUSDT,5m,1770347100000,1770347400000,76.9,77.16,76.43,76.76,695149.0,mexc:rest.kline
candle,SOLUSDT,5m,1770347400000,1770347700000,76.76,76.89,76.25,76.25,516699.0,mexc:rest.kline
candle,SOLUSDT,5m,1770347700000,1770348000000,76.25,76.97,76.25,76.61,740570.0,mexc:rest.kline
candle,SOLUSDT,5m,1770348000000,1770348300000,76.61,76.95,76.05,76.13,681487.0,mexc:rest.kline
candle,SOLUSDT,5m,1770348300000,1770348600000,76.13,76.8,76.05,76.62,467175.0,mexc:rest.kline
candle,SOLUSDT,5m,1770348600000,1770348900000,76.62,77.29,76.58,76.73,688322.0,mexc:rest.kline
candle,SOLUSDT,5m,1770348900000,1770349200000,76.73,76.99,76.37,76.46,344575.0,mexc:rest.kline
candle,SOLUSDT,5m,1770349200000,1770349500000,76.46,76.5,76.01,76.1,486835.0,mexc:rest.kline
candle,SOLUSDT,5m,1770349500000,1770349800000,76.1,76.32,75.74,76.04,784139.0,mexc:rest.kline
candle,SOLUSDT,5m,1770349800000,1770350100000,76.04,76.27,75.69,76.19,732563.0,mexc:rest.kline
candle,SOLUSDT,5m,1770350100000,1770350400000,76.19,76.71,76.19,76.67,745720.0,mexc:rest.kline
candle,SOLUSDT,5m,1770350400000,1770350700000,76.67,76.69,76.16,76.33,731243.0,mexc:rest.kline
candle,SOLUSDT,5m,1770350700000,1770351000000,76.33,76.63,76.2,76.35,644060.0,mexc:rest.kline
candle,SOLUSDT,5m,1770351000000,1770351300000,76.35,76.9,76.22,76.73,691004.0,mexc:rest.kline
candle,SOLUSDT,5m,1770351300000,1770351600000,76.73,77.17,76.59,77.1,1186751.0,mexc:rest.kline
candle,SOLUSDT,5m,1770351600000,1770351900000,77.1,77.26,76.85,77.24,1154726.0,mexc:rest.kline
candle,SOLUSDT,5m,1770351900000,1770352200000,77.24,77.79,77.08,77.41,853246.0,mexc:rest.kline
candle,SOLUSDT,5m,1770352200000,1770352500000,77.41,77.73,77.29,77.64,572633.0,mexc:rest.kline
candle,SOLUSDT,5m,1770352500000,1770352800000,77.64,77.64,76.92,77.04,725569.0,mexc:rest.kline
candle,SOLUSDT,5m,1770352800000,1770353100000,77.04,77.33,76.87,77.28,508160.0,mexc:rest.kline
candle,SOLUSDT,5m,1770353100000,1770353400000,77.28,77.88,77.27,77.78,781665.0,mexc:rest.kline
candle,SOLUSDT,5m,1770353400000,1770353700000,77.78,77.98,77.61,77.72,587433.0,mexc:rest.kline
candle,SOLUSDT,5m,1770353700000,1770354000000,77.72,77.82,77.53,77.71,345686.0,mexc:rest.kline
candle,SOLUSDT,5m,1770354000000,1770354300000,77.71,78.19,77.51,78.13,944067.0,mexc:rest.kline
candle,SOLUSDT,5m,1770354300000,1770354600000,78.13,78.7,78.05,78.23,1359819.0,mexc:rest.kline
candle,SOLUSDT,5m,1770354600000,1770354900000,78.23,79.15,78.13,79.06,1258801.0,mexc:rest.kline
candle,SOLUSDT,5m,1770354900000,1770355200000,79.06,79.13,78.48,78.76,828456.0,mexc:rest.kline
candle,SOLUSDT,5m,1770355200000,1770355500000,78.76,79.09,78.64,78.72,450480.0,mexc:rest.kline
candle,SOLUSDT,5m,1770355500000,1770355800000,78.72,78.89,78.45,78.82,477979.0,mexc:rest.kline
candle,SOLUSDT,5m,1770355800000,1770356100000,78.82,79.73,78.79,79.65,1037695.0,mexc:rest.kline
candle,SOLUSDT,5m,1770356100000,1770356400000,79.65,79.84,79.41,79.76,590549.0,mexc:rest.kline
candle,SOLUSDT,5m,1770356400000,1770356700000,79.76,79.95,79.54,79.88,495270.0,mexc:rest.kline
candle,SOLUSDT,5m,1770356700000,1770357000000,79.88,80.06,79.61,80.05,394438.0,mexc:rest.kline
candle,SOLUSDT,5m,1770357000000,1770357300000,80.05,81.57,79.99,81.53,1466941.0,mexc:rest.kline
candle,SOLUSDT,5m,1770357300000,1770357600000,81.53,81.53,80.61,81.04,908742.0,mexc:rest.kline
candle,SOLUSDT,5m,1770357600000,1770357900000,81.04,81.5,80.94,81.3,1052871.0,mexc:rest.kline
candle,SOLUSDT,5m,1770357900000,1770358200000,81.3,81.38,80.79,81.2,637289.0,mexc:rest.kline
candle,SOLUSDT,5m,1770358200000,1770358500000,81.2,81.23,80.75,80.79,492897.0,mexc:rest.kline
candle,SOLUSDT,5m,1770358500000,1770358800000,80.79,80.9,80.35,80.4,935182.0,mexc:rest.kline
candle,SOLUSDT,5m,1770358800000,1770359100000,80.4,80.71,80.11,80.35,1018985.0,mexc:rest.kline
candle,SOLUSDT,5m,1770359100000,1770359400000,80.35,80.36,79.89,80.28,696070.0,mexc:rest.kline
candle,SOLUSDT,5m,1770359400000,1770359700000,80.28,80.47,79.99,80.04,484244.0,mexc:rest.kline
candle,SOLUSDT,5m,1770359700000,1770360000000,80.04,80.14,79.7,79.85,647522.0,mexc:rest.kline
candle,SOLUSDT,5m,1770360000000,1770360300000,79.85,80.14,79.42,79.73,722897.0,mexc:rest.kline
candle,SOLUSDT,5m,1770360300000,1770360600000,79.73,80.03,79.41,79.44,824986.0,mexc:rest.kline
candle,SOLUSDT,5m,1770360600000,1770360900000,79.44,79.84,79.39,79.7,674619.0,mexc:rest.kline
candle,SOLUSDT,5m,1770360900000,1770361200000,79.7,79.76,79.31,79.42,732195.0,mexc:rest.kline
candle,SOLUSDT,5m,1770361200000,1770361500000,79.42,79.47,78.94,79.17,1834906.0,mexc:rest.kline
candle,SOLUSDT,5m,1770361500000,1770361800000,79.17,79.5,78.68,78.75,1233921.0,mexc:rest.kline
candle,SOLUSDT,5m,1770361800000,1770362100000,78.75,79.23,78.68,79.21,461149.0,mexc:rest.kline
candle,SOLUSDT,5m,1770362100000,1770362400000,79.21,79.23,78.82,78.95,454408.0,mexc:rest.kline
candle,SOLUSDT,5m,1770362400000,1770362700000,78.95,79.42,78.92,79.25,817664.0,mexc:rest.kline
candle,SOLUSDT,5m,1770362700000,1770363000000,79.25,79.45,78.95,79.44,677560.0,mexc:rest.kline
candle,SOLUSDT,5m,1770363000000,1770363300000,79.44,79.87,79.32,79.83,862056.0,mexc:rest.kline
candle,SOLUSDT,5m,1770363300000,1770363600000,79.83,79.98,79.7,79.88,780746.0,mexc:rest.kline
candle,SOLUSDT,5m,1770363600000,1770363900000,79.88,80.52,79.63,79.86,1203511.0,mexc:rest.kline
candle,SOLUSDT,5m,1770363900000,1770364200000,79.86,80.12,79.5,79.5,853955.0,mexc:rest.kline
candle,SOLUSDT,5m,1770364200000,1770364500000,79.5,79.72,79.19,79.32,776781.0,mexc:rest.kline
candle,SOLUSDT,5m,1770364500000,1770364800000,79.32,79.54,79.32,79.48,478820.0,mexc:rest.kline
candle,SOLUSDT,5m,1770364800000,1770365100000,79.48,79.55,78.98,79.17,868616.0,mexc:rest.kline
candle,SOLUSDT,5m,1770365100000,1770365400000,79.17,80.13,79.17,80.08,1184267.0,mexc:rest.kline
candle,SOLUSDT,5m,1770365400000,1770365700000,80.08,80.08,79.53,79.67,889193.0,mexc:rest.kline
candle,SOLUSDT,5m,1770365700000,1770366000000,79.67,79.76,78.87,79.09,1123419.0,mexc:rest.kline
candle,SOLUSDT,5m,1770366000000,1770366300000,79.09,79.73,79.09,79.26,912817.0,mexc:rest.kline
candle,SOLUSDT,5m,1770366300000,1770366600000,79.26,79.64,79.04,79.17,372102.0,mexc:rest.kline
candle,SOLUSDT,5m,1770366600000,1770366900000,79.17,79.2,78.64,78.7,1219519.0,mexc:rest.kline
candle,SOLUSDT,5m,1770366900000,1770367200000,78.7,79.28,78.66,79.21,807841.0,mexc:rest.kline
candle,SOLUSDT,5m,1770367200000,1770367500000,79.21,79.21,78.56,78.86,578307.0,mexc:rest.kline
candle,SOLUSDT,5m,1770367500000,1770367800000,78.86,79.18,78.77,79.1,441540.0,mexc:rest.kline
candle,SOLUSDT,5m,1770367800000,1770368100000,79.1,79.43,78.99,79.16,511526.0,mexc:rest.kline
candle,SOLUSDT,5m,1770368100000,1770368400000,79.16,79.4,78.84,78.99,570089.0,mexc:rest.kline
candle,SOLUSDT,5m,1770368400000,1770368700000,78.99,79.18,78.89,79.01,613981.0,mexc:rest.kline
candle,SOLUSDT,5m,1770368700000,1770369000000,79.01,79.3,78.84,79.08,403767.0,mexc:rest.kline
candle,SOLUSDT,5m,1770369000000,1770369300000,79.08,79.49,79.0,79.33,282225.0,mexc:rest.kline
candle,SOLUSDT,5m,1770369300000,1770369600000,79.33,79.66,79.07,79.46,864136.0,mexc:rest.kline
candle,SOLUSDT,5m,1770369600000,1770369900000,79.46,79.98,79.24,79.91,768605.0,mexc:rest.kline
candle,SOLUSDT,5m,1770369900000,1770370200000,79.91,80.09,79.72,80.03,901843.0,mexc:rest.kline
candle,SOLUSDT,5m,1770370200000,1770370500000,80.03,80.72,79.97,80.72,1207367.0,mexc:rest.kline
candle,SOLUSDT,5m,1770370500000,1770370800000,80.72,80.96,80.41,80.49,867899.0,mexc:rest.kline
candle,SOLUSDT,5m,1770370800000,1770371100000,80.49,80.98,80.31,80.95,660159.0,mexc:rest.kline
candle,SOLUSDT,5m,1770371100000,1770371400000,80.95,81.34,80.55,81.23,1158709.0,mexc:rest.kline
candle,SOLUSDT,5m,1770371400000,1770371700000,81.23,81.6,81.2,81.39,1205595.0,mexc:rest.kline
candle,SOLUSDT,5m,1770371700000,1770372000000,81.39,81.43,81.12,81.22,940419.0,mexc:rest.kline
candle,SOLUSDT,5m,1770372000000,1770372300000,81.22,81.46,80.92,80.95,911028.0,mexc:rest.kline
candle,SOLUSDT,5m,1770372300000,1770372600000,80.95,81.2,80.92,81.2,659280.0,mexc:rest.kline
candle,SOLUSDT,5m,1770372600000,1770372900000,81.2,81.26,80.64,80.98,958973.0,mexc:rest.kline
candle,SOLUSDT,5m,1770372900000,1770373200000,80.98,81.82,80.98,81.78,1383707.0,mexc:rest.kline
candle,SOLUSDT,5m,1770373200000,1770373500000,81.78,81.95,81.19,81.33,924524.0,mexc:rest.kline
candle,SOLUSDT,5m,1770373500000,1770373800000,81.33,81.54,81.29,81.45,445466.0,mexc:rest.kline
candle,SOLUSDT,5m,1770373800000,1770374100000,81.45,81.71,81.37,81.54,650675.0,mexc:rest.kline
candle,SOLUSDT,5m,1770374100000,1770374400000,81.54,81.75,81.18,81.2,814826.0,mexc:rest.kline
candle,SOLUSDT,5m,1770374400000,1770374700000,81.2,81.31,80.95,81.3,842740.0,mexc:rest.kline
candle,SOLUSDT,5m,1770374700000,1770375000000,81.3,81.39,80.94,80.96,644008.0,mexc:rest.kline
candle,SOLUSDT,5m,1770375000000,1770375300000,80.96,80.99,80.66,80.87,718454.0,mexc:rest.kline
candle,SOLUSDT,5m,1770375300000,1770375600000,80.87,81.06,80.7,80.73,639907.0,mexc:rest.kline
candle,SOLUSDT,5m,1770375600000,1770375900000,80.73,80.76,80.35,80.65,936400.0,mexc:rest.kline
candle,SOLUSDT,5m,1770375900000,1770376200000,80.65,80.74,80.57,80.58,418386.0,mexc:rest.kline
candle,SOLUSDT,5m,1770376200000,1770376500000,80.58,81.02,80.58,81.0,631123.0,mexc:rest.kline
candle,SOLUSDT,5m,1770376500000,1770376800000,81.0,81.14,80.71,80.82,683576.0,mexc:rest.kline
candle,SOLUSDT,5m,1770376800000,1770377100000,80.82,81.15,80.76,81.1,453312.0,mexc:rest.kline
candle,SOLUSDT,5m,1770377100000,1770377400000,81.1,81.1,80.75,80.98,426745.0,mexc:rest.kline
candle,SOLUSDT,5m,1770377400000,1770377700000,80.98,81.3,80.84,81.14,554217.0,mexc:rest.kline
candle,SOLUSDT,5m,1770377700000,1770378000000,81.14,81.66,80.99,81.2,1053521.0,mexc:rest.kline
candle,SOLUSDT,5m,1770378000000,1770378300000,81.2,81.48,81.06,81.14,532112.0,mexc:rest.kline
candle,SOLUSDT,5m,1770378300000,1770378600000,81.14,81.23,80.91,80.99,770917.0,mexc:rest.kline
candle,SOLUSDT,5m,1770378600000,1770378900000,80.99,81.41,80.99,81.11,814834.0,mexc:rest.kline
candle,SOLUSDT,5m,1770378900000,1770379200000,81.11,81.34,81.0,81.25,811765.0,mexc:rest.kline
candle,SOLUSDT,5m,1770379200000,1770379500000,81.25,81.25,80.92,81.0,469537.0,mexc:rest.kline
candle,SOLUSDT,5m,1770379500000,1770379800000,81.0,81.15,80.73,81.02,650869.0,mexc:rest.kline
candle,SOLUSDT,5m,1770379800000,1770380100000,81.02,81.22,80.85,81.22,504382.0,mexc:rest.kline
candle,SOLUSDT,5m,1770380100000,1770380400000,81.22,81.29,80.98,81.29,504729.0,mexc:rest.kline
candle,SOLUSDT,5m,1770380400000,1770380700000,81.29,81.85,81.27,81.82,934977.0,mexc:rest.kline
candle,SOLUSDT,5m,1770380700000,1770381000000,81.82,81.83,81.48,81.56,489896.0,mexc:rest.kline
candle,SOLUSDT,5m,1770381000000,1770381300000,81.56,81.56,81.11,81.3,1203911.0,mexc:rest.kline
candle,SOLUSDT,5m,1770381300000,1770381600000,81.3,81.45,81.2,81.3,554664.0,mexc:rest.kline
candle,SOLUSDT,5m,1770381600000,1770381900000,81.3,81.73,81.27,81.36,672305.0,mexc:rest.kline
candle,SOLUSDT,5m,1770381900000,1770382200000,81.36,81.7,81.35,81.48,628053.0,mexc:rest.kline
candle,SOLUSDT,5m,1770382200000,1770382500000,81.48,81.6,81.38,81.44,440950.0,mexc:rest.kline
candle,SOLUSDT,5m,1770382500000,1770382800000,81.44,81.85,81.44,81.77,769587.0,mexc:rest.kline
candle,SOLUSDT,5m,1770382800000,1770383100000,81.77,82.27,81.58,82.22,2005249.0,mexc:rest.kline
candle,SOLUSDT,5m,1770383100000,1770383400000,82.22,82.34,81.85,82.01,968520.0,mexc:rest.kline
candle,SOLUSDT,5m,1770383400000,1770383700000,82.01,82.74,81.94,82.72,1246163.0,mexc:rest.kline
candle,SOLUSDT,5m,1770383700000,1770384000000,82.72,82.82,82.11,82.81,1376991.0,mexc:rest.kline
candle,SOLUSDT,5m,1770384000000,1770384300000,82.81,83.3,82.73,83.18,1865839.0,mexc:rest.kline
candle,SOLUSDT,5m,1770384300000,1770384600000,83.18,83.18,82.38,82.67,1129234.0,mexc:rest.kline
candle,SOLUSDT,5m,1770384600000,1770384900000,82.67,82.89,82.31,82.69,1213937.0,mexc:rest.kline
candle,SOLUSDT,5m,1770384900000,1770385200000,82.69,83.19,82.63,83.02,1187447.0,mexc:rest.kline
candle,SOLUSDT,5m,1770385200000,1770385500000,83.02,83.59,82.88,83.37,1358043.0,mexc:rest.kline
candle,SOLUSDT,5m,1770385500000,1770385800000,83.37,83.67,83.22,83.66,1344748.0,mexc:rest.kline
candle,SOLUSDT,5m,1770385800000,1770386100000,83.66,83.78,83.11,83.61,1350775.0,mexc:rest.kline
candle,SOLUSDT,5m,1770386100000,1770386400000,83.61,83.66,82.99,83.02,1032237.0,mexc:rest.kline
candle,SOLUSDT,5m,1770386400000,1770386700000,83.02,83.13,82.64,82.7,1314838.0,mexc:rest.kline
candle,SOLUSDT,5m,1770386700000,1770387000000,82.7,82.83,82.24,82.54,1463223.0,mexc:rest.kline
candle,SOLUSDT,5m,1770387000000,1770387300000,82.54,82.64,82.27,82.64,996802.0,mexc:rest.kline
candle,SOLUSDT,5m,1770387300000,1770387600000,82.64,82.71,82.44,82.51,1208004.0,mexc:rest.kline
candle,SOLUSDT,5m,1770387600000,1770387900000,82.51,82.51,81.82,81.84,1669130.0,mexc:rest.kline
candle,SOLUSDT,5m,1770387900000,1770388200000,81.84,82.55,81.82,82.46,1710876.0,mexc:rest.kline
candle,SOLUSDT,5m,1770388200000,1770388500000,82.46,84.17,82.4,83.72,3289427.0,mexc:rest.kline
candle,SOLUSDT,5m,1770388500000,1770388800000,83.72,84.43,83.33,83.77,2563451.0,mexc:rest.kline
candle,SOLUSDT,5m,1770388800000,1770389100000,83.77,84.25,83.54,84.24,1529642.0,mexc:rest.kline
candle,SOLUSDT,5m,1770389100000,1770389400000,84.24,85.13,84.12,84.2,2613128.0,mexc:rest.kline
candle,SOLUSDT,5m,1770389400000,1770389700000,84.2,84.78,83.95,84.05,2366256.0,mexc:rest.kline
candle,SOLUSDT,5m,1770389700000,1770390000000,84.05,84.39,83.59,84.1,1521563.0,mexc:rest.kline
candle,SOLUSDT,5m,1770390000000,1770390300000,84.1,84.32,83.66,84.25,1088353.0,mexc:rest.kline
candle,SOLUSDT,5m,1770390300000,1770390600000,84.25,84.51,83.71,84.17,1938219.0,mexc:rest.kline
candle,SOLUSDT,5m,1770390600000,1770390900000,84.17,84.72,83.5,83.5,2883470.0,mexc:rest.kline
candle,SOLUSDT,5m,1770390900000,1770391200000,83.5,83.99,83.32,83.82,1723282.0,mexc:rest.kline
candle,SOLUSDT,5m,1770391200000,1770391500000,83.82,84.32,83.66,84.1,1159505.0,mexc:rest.kline
candle,SOLUSDT,5m,1770391500000,1770391800000,84.1,84.25,83.63,83.92,930630.0,mexc:rest.kline
candle,SOLUSDT,5m,1770391800000,1770392100000,83.92,84.45,83.82,84.44,1049901.0,mexc:rest.kline
candle,SOLUSDT,5m,1770392100000,1770392400000,84.44,84.59,84.11,84.39,1068433.0,mexc:rest.kline
candle,SOLUSDT,5m,1770392400000,1770392700000,84.39,84.61,84.07,84.47,1257411.0,mexc:rest.kline
candle,SOLUSDT,5m,1770392700000,1770393000000,84.47,84.98,84.3,84.86,1277398.0,mexc:rest.kline
candle,SOLUSDT,5m,1770393000000,1770393300000,84.86,84.88,84.11,84.26,2042875.0,mexc:rest.kline
candle,SOLUSDT,5m,1770393300000,1770393600000,84.26,84.52,84.18,84.36,1378527.0,mexc:rest.kline
candle,SOLUSDT,5m,1770393600000,1770393900000,84.36,84.41,83.55,84.25,1935800.0,mexc:rest.kline
candle,SOLUSDT,5m,1770393900000,1770394200000,84.25,84.86,84.15,84.69,1827337.0,mexc:rest.kline
candle,SOLUSDT,5m,1770394200000,1770394500000,84.69,85.22,84.6,85.02,1612359.0,mexc:rest.kline
candle,SOLUSDT,5m,1770394500000,1770394800000,85.02,85.52,84.81,85.52,1529822.0,mexc:rest.kline
candle,SOLUSDT,5m,1770394800000,1770395100000,85.52,86.01,85.4,85.67,2898908.0,mexc:rest.kline
candle,SOLUSDT,5m,1770395100000,1770395400000,85.67,86.38,85.36,85.98,2123963.0,mexc:rest.kline
candle,SOLUSDT,5m,1770395400000,1770395700000,85.98,86.32,85.74,86.32,2022278.0,mexc:rest.kline
candle,SOLUSDT,5m,1770395700000,1770396000000,86.32,86.9,86.27,86.47,3608587.0,mexc:rest.kline
candle,SOLUSDT,5m,1770396000000,1770396300000,86.47,86.68,86.21,86.6,1220702.0,mexc:rest.kline
candle,SOLUSDT,5m,1770396300000,1770396600000,86.6,86.96,86.42,86.71,1355782.0,mexc:rest.kline
candle,SOLUSDT,5m,1770396600000,1770396900000,86.71,87.07,86.33,87.05,1347118.0,mexc:rest.kline
candle,SOLUSDT,5m,1770396900000,1770397200000,87.05,87.1,86.04,86.59,3012618.0,mexc:rest.kline
candle,SOLUSDT,5m,1770397200000,1770397500000,86.59,86.61,86.04,86.48,1286943.0,mexc:rest.kline
candle,SOLUSDT,5m,1770397500000,1770397800000,86.48,87.11,86.21,87.1,1431981.0,mexc:rest.kline
candle,SOLUSDT,5m,1770397800000,1770398100000,87.1,87.31,86.53,86.62,1698251.0,mexc:rest.kline
candle,SOLUSDT,5m,1770398100000,1770398400000,86.62,87.52,86.49,87.31,2199655.0,mexc:rest.kline
candle,SOLUSDT,5m,1770398400000,1770398700000,87.31,87.48,87.1,87.28,1964075.0,mexc:rest.kline
candle,SOLUSDT,5m,1770398700000,1770399000000,87.28,87.96,87.1,87.85,1210806.0,mexc:rest.kline
candle,SOLUSDT,5m,1770399000000,1770399300000,87.85,88.58,87.83,87.97,3313547.0,mexc:rest.kline
candle,SOLUSDT,5m,1770399300000,1770399600000,87.97,87.97,87.05,87.4,4674242.0,mexc:rest.kline
candle,SOLUSDT,5m,1770399600000,1770399900000,87.4,87.6,86.95,87.0,1577851.0,mexc:rest.kline
candle,SOLUSDT,5m,1770399900000,1770400200000,87.0,87.39,86.81,87.01,1031816.0,mexc:rest.kline
candle,SOLUSDT,5m,1770400200000,1770400500000,87.01,87.11,86.31,86.52,2477154.0,mexc:rest.kline
candle,SOLUSDT,5m,1770400500000,1770400800000,86.52,87.05,86.4,86.58,1345307.0,mexc:rest.kline
candle,SOLUSDT,5m,1770400800000,1770401100000,86.58,86.74,86.05,86.24,1458130.0,mexc:rest.kline
candle,SOLUSDT,5m,1770401100000,1770401400000,86.24,86.45,85.12,85.25,3293784.0,mexc:rest.kline
candle,SOLUSDT,5m,1770401400000,1770401700000,85.25,86.06,85.24,85.84,1437167.0,mexc:rest.kline
candle,SOLUSDT,5m,1770401700000,1770402000000,85.84,85.91,85.46,85.68,609274.0,mexc:rest.kline
candle,SOLUSDT,5m,1770402000000,1770402300000,85.68,85.81,85.25,85.35,910371.0,mexc:rest.kline
candle,SOLUSDT,5m,1770402300000,1770402600000,85.35,85.73,85.3,85.55,688581.0,mexc:rest.kline
